# label=honeycomb-i9-12900F-php8.4-cache-resident-n300k
# n=300000
# rounds=7
# loadavg_before=1.09
# loadavg_after-round-0=1.06
# loadavg_after-round-1=1.05
# loadavg_after-round-2=1.03
# loadavg_after-round-3=1.02
# loadavg_after-round-4=1.01
# loadavg_after-round-5=1.01
# loadavg_after-round-6=1.01
arm,seed,corpus,n,trial,kernel,ns_per_op,hits
system,0,rawint.set,300000,5,serial,159.095,300000
system,0,rawint.set,300000,6,serial,158.857,300000
system,0,rawint.get,300000,0,serial,192.420,300000
system,0,rawint.get,300000,1,serial,192.670,300000
system,0,rawint.get,300000,2,serial,192.204,300000
system,0,rawint.get,300000,3,serial,195.554,300000
system,0,rawint.get,300000,4,serial,192.105,300000
system,0,rawint.get,300000,5,serial,192.057,300000
system,0,rawint.get,300000,6,serial,191.938,300000
system,0,rawint.getr,300000,0,serial,399.266,300000
system,0,rawint.getr,300000,1,serial,395.660,300000
system,0,rawint.getr,300000,2,serial,397.108,300000
system,0,rawint.getr,300000,3,serial,411.558,300000
system,0,rawint.getr,300000,4,serial,399.469,300000
system,0,rawint.getr,300000,5,serial,396.817,300000
system,0,rawint.getr,300000,6,serial,396.520,300000
system,0,rawint.hasr,300000,0,serial,281.456,300000
system,0,rawint.hasr,300000,1,serial,279.895,300000
system,0,rawint.hasr,300000,2,serial,282.063,300000
system,0,rawint.hasr,300000,3,serial,281.418,300000
system,0,rawint.hasr,300000,4,serial,281.619,300000
system,0,rawint.hasr,300000,5,serial,280.772,300000
system,0,rawint.hasr,300000,6,serial,281.961,300000
system,0,rawint.keys,300000,0,serial,13.396,300000
system,0,rawint.keys,300000,1,serial,13.606,300000
system,0,rawint.keys,300000,2,serial,13.429,300000
system,0,rawint.keys,300000,3,serial,13.505,300000
system,0,rawint.keys,300000,4,serial,13.438,300000
system,0,rawint.keys,300000,5,serial,13.402,300000
system,0,rawint.keys,300000,6,serial,13.424,300000
system,0,rawint.delpfx,300000,0,serial,16.398,300000
system,0,rawint.delpfx,300000,1,serial,16.428,300000
system,0,rawint.delpfx,300000,2,serial,16.427,300000
system,0,rawint.delpfx,300000,3,serial,16.360,300000
system,0,rawint.delpfx,300000,4,serial,16.386,300000
system,0,rawint.delpfx,300000,5,serial,16.421,300000
system,0,rawint.delpfx,300000,6,serial,16.340,300000
system,0,rawint.del,300000,0,serial,145.377,300000
system,0,rawint.del,300000,1,serial,146.473,300000
system,0,rawint.del,300000,2,serial,145.185,300000
system,0,rawint.del,300000,3,serial,145.200,300000
system,0,rawint.del,300000,4,serial,145.479,300000
system,0,rawint.del,300000,5,serial,145.039,300000
system,0,rawint.del,300000,6,serial,145.330,300000
system,0,jser.set,300000,0,serial,86.816,300000
system,0,jser.set,300000,1,serial,86.568,300000
system,0,jser.set,300000,2,serial,87.291,300000
system,0,jser.set,300000,3,serial,86.744,300000
system,0,jser.set,300000,4,serial,87.215,300000
system,0,jser.set,300000,5,serial,88.759,300000
system,0,jser.set,300000,6,serial,86.417,300000
system,0,jser.get,300000,0,serial,142.940,300000
system,0,jser.get,300000,1,serial,142.568,300000
system,0,jser.get,300000,2,serial,142.997,300000
system,0,jser.get,300000,3,serial,142.844,300000
system,0,jser.get,300000,4,serial,143.144,300000
system,0,jser.get,300000,5,serial,142.485,300000
system,0,jser.get,300000,6,serial,143.678,300000
system,0,jser.getr,300000,0,serial,331.874,300000
system,0,jser.getr,300000,1,serial,329.455,300000
system,0,jser.getr,300000,2,serial,330.607,300000
system,0,jser.getr,300000,3,serial,330.693,300000
system,0,jser.getr,300000,4,serial,331.500,300000
