# label=honeycomb-i9-12900F-php8.4-out-of-cache-n3M
# n=3000000
# rounds=7
# loadavg_before=1.01
# loadavg_after-round-0=1
# loadavg_after-round-1=1
# loadavg_after-round-2=1
# loadavg_after-round-3=1
# loadavg_after-round-4=1
# loadavg_after-round-5=1
# loadavg_after-round-6=1.06
arm,seed,corpus,n,trial,kernel,ns_per_op,hits
system,0,jser.get,3000000,5,serial,143.941,3000000
system,0,jser.get,3000000,6,serial,143.473,3000000
system,0,jser.getr,3000000,0,serial,509.360,3000000
system,0,jser.getr,3000000,1,serial,509.864,3000000
system,0,jser.getr,3000000,2,serial,509.655,3000000
system,0,jser.getr,3000000,3,serial,508.454,3000000
system,0,jser.getr,3000000,4,serial,508.180,3000000
system,0,jser.getr,3000000,5,serial,511.568,3000000
system,0,jser.getr,3000000,6,serial,511.278,3000000
system,0,jser.hasr,3000000,0,serial,325.330,3000000
system,0,jser.hasr,3000000,1,serial,325.456,3000000
system,0,jser.hasr,3000000,2,serial,325.314,3000000
system,0,jser.hasr,3000000,3,serial,324.588,3000000
system,0,jser.hasr,3000000,4,serial,324.527,3000000
system,0,jser.hasr,3000000,5,serial,325.511,3000000
system,0,jser.hasr,3000000,6,serial,326.059,3000000
system,0,jser.keys,3000000,0,serial,1.163,3000000
system,0,jser.keys,3000000,1,serial,1.127,3000000
system,0,jser.keys,3000000,2,serial,1.140,3000000
system,0,jser.keys,3000000,3,serial,1.132,3000000
system,0,jser.keys,3000000,4,serial,1.155,3000000
system,0,jser.keys,3000000,5,serial,1.136,3000000
system,0,jser.keys,3000000,6,serial,1.151,3000000
system,0,jser.delpfx,3000000,0,serial,1.529,3000000
system,0,jser.delpfx,3000000,1,serial,1.534,3000000
system,0,jser.delpfx,3000000,2,serial,1.538,3000000
system,0,jser.delpfx,3000000,3,serial,1.533,3000000
system,0,jser.delpfx,3000000,4,serial,1.527,3000000
system,0,jser.delpfx,3000000,5,serial,1.535,3000000
system,0,jser.delpfx,3000000,6,serial,1.529,3000000
system,0,jser.del,3000000,0,serial,110.561,3000000
system,0,jser.del,3000000,1,serial,110.411,3000000
system,0,jser.del,3000000,2,serial,110.845,3000000
system,0,jser.del,3000000,3,serial,110.039,3000000
system,0,jser.del,3000000,4,serial,110.180,3000000
system,0,jser.del,3000000,5,serial,112.409,3000000
system,0,jser.del,3000000,6,serial,110.141,3000000
system,0,rawint.set,3000000,0,serial,164.650,3000000
system,0,rawint.set,3000000,1,serial,168.551,3000000
system,0,rawint.set,3000000,2,serial,164.832,3000000
system,0,rawint.set,3000000,3,serial,164.327,3000000
system,0,rawint.set,3000000,4,serial,164.181,3000000
system,0,rawint.set,3000000,5,serial,165.337,3000000
system,0,rawint.set,3000000,6,serial,164.761,3000000
system,0,rawint.get,3000000,0,serial,191.641,3000000
system,0,rawint.get,3000000,1,serial,193.173,3000000
system,0,rawint.get,3000000,2,serial,192.158,3000000
system,0,rawint.get,3000000,3,serial,192.315,3000000
system,0,rawint.get,3000000,4,serial,192.867,3000000
system,0,rawint.get,3000000,5,serial,192.689,3000000
system,0,rawint.get,3000000,6,serial,192.386,3000000
system,0,rawint.getr,3000000,0,serial,617.440,3000000
system,0,rawint.getr,3000000,1,serial,620.362,3000000
system,0,rawint.getr,3000000,2,serial,617.423,3000000
system,0,rawint.getr,3000000,3,serial,615.645,3000000
system,0,rawint.getr,3000000,4,serial,617.195,3000000
system,0,rawint.getr,3000000,5,serial,618.471,3000000
system,0,rawint.getr,3000000,6,serial,618.882,3000000
system,0,rawint.hasr,3000000,0,serial,449.324,3000000
system,0,rawint.hasr,3000000,1,serial,449.677,3000000
system,0,rawint.hasr,3000000,2,serial,449.165,3000000
system,0,rawint.hasr,3000000,3,serial,447.458,3000000
system,0,rawint.hasr,3000000,4,serial,448.162,3000000
system,0,rawint.hasr,3000000,5,serial,450.885,3000000
system,0,rawint.hasr,3000000,6,serial,451.717,3000000
system,0,rawint.keys,3000000,0,serial,1.359,3000000
system,0,rawint.keys,3000000,1,serial,1.369,3000000
system,0,rawint.keys,3000000,2,serial,1.363,3000000
system,0,rawint.keys,3000000,3,serial,1.367,3000000
system,0,rawint.keys,3000000,4,serial,1.411,3000000
system,0,rawint.keys,3000000,5,serial,1.368,3000000
system,0,rawint.keys,3000000,6,serial,1.419,3000000
system,0,rawint.delpfx,3000000,0,serial,1.560,3000000
system,0,rawint.delpfx,3000000,1,serial,1.551,3000000
system,0,rawint.delpfx,3000000,2,serial,1.559,3000000
system,0,rawint.delpfx,3000000,3,serial,1.559,3000000
system,0,rawint.delpfx,3000000,4,serial,1.561,3000000
system,0,rawint.delpfx,3000000,5,serial,1.574,3000000
system,0,rawint.delpfx,3000000,6,serial,1.557,3000000
system,0,rawint.del,3000000,0,serial,157.627,3000000
system,0,rawint.del,3000000,1,serial,158.187,3000000
system,0,rawint.del,3000000,2,serial,157.502,3000000
system,0,rawint.del,3000000,3,serial,158.167,3000000
system,0,rawint.del,3000000,4,serial,157.740,3000000
system,0,rawint.del,3000000,5,serial,157.879,3000000
system,0,rawint.del,3000000,6,serial,157.569,3000000
system,0,jint.set,3000000,0,serial,90.826,3000000
system,0,jint.set,3000000,1,serial,90.847,3000000
system,0,jint.set,3000000,2,serial,90.499,3000000
system,0,jint.set,3000000,3,serial,90.654,3000000
system,0,jint.set,3000000,4,serial,90.885,3000000
system,0,jint.set,3000000,5,serial,91.728,3000000
system,0,jint.set,3000000,6,serial,90.373,3000000
system,0,jint.get,3000000,0,serial,140.916,3000000
system,0,jint.get,3000000,1,serial,140.787,3000000
system,0,jint.get,3000000,2,serial,141.166,3000000
system,0,jint.get,3000000,3,serial,140.961,3000000
system,0,jint.get,3000000,4,serial,140.952,3000000
system,0,jint.get,3000000,5,serial,140.600,3000000
system,0,jint.get,3000000,6,serial,140.598,3000000
system,0,jint.getr,3000000,0,serial,477.886,3000000
system,0,jint.getr,3000000,1,serial,479.778,3000000
system,0,jint.getr,3000000,2,serial,477.887,3000000
system,0,jint.getr,3000000,3,serial,478.150,3000000
system,0,jint.getr,3000000,4,serial,476.172,3000000
system,0,jint.getr,3000000,5,serial,477.611,3000000
system,0,jint.getr,3000000,6,serial,479.235,3000000
system,0,jint.hasr,3000000,0,serial,325.903,3000000
system,0,jint.hasr,3000000,1,serial,326.016,3000000
system,0,jint.hasr,3000000,2,serial,325.993,3000000
system,0,jint.hasr,3000000,3,serial,325.016,3000000
system,0,jint.hasr,3000000,4,serial,324.615,3000000
system,0,jint.hasr,3000000,5,serial,325.492,3000000
system,0,jint.hasr,3000000,6,serial,325.576,3000000
system,0,jint.keys,3000000,0,serial,1.138,3000000
system,0,jint.keys,3000000,1,serial,1.141,3000000
system,0,jint.keys,3000000,2,serial,1.138,3000000
system,0,jint.keys,3000000,3,serial,1.131,3000000
system,0,jint.keys,3000000,4,serial,1.137,3000000
system,0,jint.keys,3000000,5,serial,1.175,3000000
system,0,jint.keys,3000000,6,serial,1.143,3000000
system,0,jint.delpfx,3000000,0,serial,1.515,3000000
system,0,jint.delpfx,3000000,1,serial,1.539,3000000
system,0,jint.delpfx,3000000,2,serial,1.511,3000000
system,0,jint.delpfx,3000000,3,serial,1.514,3000000
system,0,jint.delpfx,3000000,4,serial,1.516,3000000
system,0,jint.delpfx,3000000,5,serial,1.519,3000000
system,0,jint.delpfx,3000000,6,serial,1.510,3000000
system,0,jint.del,3000000,0,serial,108.791,3000000
system,0,jint.del,3000000,1,serial,109.035,3000000
system,0,jint.del,3000000,2,serial,108.849,3000000
system,0,jint.del,3000000,3,serial,108.886,3000000
system,0,jint.del,3000000,4,serial,108.803,3000000
system,0,jint.del,3000000,5,serial,111.306,3000000
system,0,jint.del,3000000,6,serial,108.876,3000000
system,0,ctl.set,3000000,0,serial,101.346,3000000
